id;cohort;gender;country;duration;family_jur;jud_vars_rules;jud_vars_gender;jud_vars_ideology;jud_vars_public;jud_vars_courts;jud_vars_polits;jud_vars_litig;ideo_lr;ideo_eu;ideo_bel;cogn_stud;cogn_pig;cogn_stock;dec_tort_prop;dec_tort_art3;dec_rob_f;dec_rob_m;dec_rob_fx;dec_ref_2m;dec_ref_reas;dec_car_ford;dec_car_audi;dec_fin_contr;dec_fin_effet;ecj_power;eu_inst_com;eu_inst_ep;eu_inst_cons;eu_inst_ecj;eu_inst_ecb
R_3PGDP6P8O3eHh1y;fdd2020;M;Belgium;1382;2;1;7;6;5;2;3;4;5;7;NA;29;20;7000;NA;2;NA;NA;12;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_22CXhYYb0J3Dpla;fdd2020;M;Belgium;807;2;2;6;1;7;3;5;4;6;8;2;29;20;7000;1;NA;NA;32;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_3PdG20L8dqbn57X;fdd2020;M;Belgium;557;2;1;7;6;4;3;5;2;6;4;7;31;20;7000;1;NA;24;NA;NA;NA;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_cLOgPNS7MLoaca5;fdd2020;M;Belgium;10464;2;1;4;2;NA;3;6;5;5;8;2;29;10;7000;NA;2;NA;NA;50;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3oGtIhMpNs0T8hq;fdd2020;F;Belgium;809;2;1;5;6;4;3;7;2;3;1;8;30;10;7000;NA;1;NA;NA;30;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_3frWE5zpaootZIM;fdd2020;M;Belgium;1379;2;1;6;7;5;2;4;3;8;7;1;29;20;7000;1;NA;NA;48;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
R_x3O0CGdmcsEVmAF;fdd2020;F;Belgium;1143;1;1;7;3;6;2;5;4;6;8;2;30;20;14000;NA;1;84;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_RKphxj0eUK5nvtn;fdd2020;M;Belgium;769;2;2;6;4;5;3;7;1;1;7;NA;29;20;7000;1;NA;18;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
R_1MQff40kEO0xY5z;fdd2020;F;Belgium;168;2;2;6;4;5;3;7;1;1;5;3;29;20;7000;1;NA;NA;8;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3fjWcjU8iqYFNZH;fdd2020;F;Belgium;30952;2;1;7;3;4;2;5;6;8;1;1;29;0;7000;1;NA;NA;NA;73;NA;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_3dJHMtsffVeabWh;fdd2020;F;Belgium;88122;2;1;7;5;4;2;6;3;7;6;NA;30;20;7000;NA;2;NA;NA;24;3;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_OfiLxFh18iGkRyx;fdd2020;F;Belgium;941;2;7;2;4;1;3;5;6;5;8;NA;30;0;7000;1;NA;NA;36;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2VmgVqDz8fOxphG;fdd2020;M;Belgium;1125;1;1;7;4;5;2;6;3;4;7;7;29;20;7000;NA;1;24;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
R_2Ei433YWrnpKb1b;fdd2020;M;Belgium;13415;2;7;1;3;5;2;4;6;8;5;1;29;10;7000;1;NA;144;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3sjegQqer9wJwi6;fdd2020;F;Belgium;648;2;1;7;6;5;4;3;2;5;9;2;30;20;7000;NA;1;NA;NA;84;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_cYiDfNom8MdBsXf;fdd2020;M;Belgium;2145;2;1;7;6;3;2;5;4;NA;NA;NA;0;10;7000;2;NA;NA;24;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_2YV6yNUCHnXYfnN;fdd2020;F;Belgium;864;1;1;7;6;2;5;3;4;7;10;2;1;20;1400;NA;1;NA;6;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_10qKtBq1xZCZTzQ;fdd2020;F;Belgium;925;2;7;1;3;4;6;5;2;7;7;1;NA;20;14000;NA;1;NA;NA;18;3;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_24IXROWJY6u1RKL;fdd2020;F;Belgium;898;2;1;6;4;5;2;7;3;2;8;8;29;0;7000;1;NA;144;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_3oGwPwdEdu4mP3x;fdd2020;F;Belgium;857;2;1;6;7;5;2;4;3;5;8;7;31;20;7000;1;NA;NA;48;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_r1m37hxMwwIJeIV;fdd2020;M;Belgium;1146;2;1;5;2;6;4;7;3;6;5;1;29;10;5000;NA;1;NA;NA;60;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_2VKj2IveE4DSWeY;fdd2020;F;Belgium;509630;2;7;2;NA;4;NA;NA;5;4;7;2;30;20;10000;NA;1;36;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
R_3HmYXGpe2tjglKq;fdd2020;NA;NA;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3phSeFqft4CqwMX;fdd2020;F;Belgium;432;2;1;7;NA;4;3;5;6;7;6;1;29;20;10000;1;NA;48;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_331rwtwzGpPtTGb;fdd2020;NA;NA;333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2ebsMyrDrKzDtZ5;fdd2020;F;Belgium;757;2;2;6;4;5;3;7;1;5;8;2;29;20;6000;NA;1;NA;15;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2S7uZdaxNWICxKg;fdd2020;M;Belgium;224;2;6;7;4;5;1;3;2;7;6;1;30;20;0;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3maa0V0akb9PJIm;fdd2020;M;Belgium;673;2;1;7;2;3;4;5;6;7;8;2;30;0;7000;1;NA;NA;96;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1gFvD6liIQU7Dow;fdd2020;M;Belgium;85;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_BWGu4RIH7coKz0l;fdd2020;F;Belgium;76;2;7;2;3;4;6;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_37CEd4mx38yBpMR;fdd2020;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_111K7UUe53vLO0z;fdd2020;F;Belgium;127;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1cTfFFL5IuMIEOU;fdd2020;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2WAc2vX51NEKtut;fdd2020;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_XHRtERmA2O19gSl;fdd2020;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_240CSE1Rkzwx6xK;fdd2020;F;Belgium;368;2;1;7;5;4;3;6;2;6;7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2rk1OX2Y6hGbrCB;fdd2020;M;Belgium;965;2;7;NA;5;NA;NA;2;4;6;8;1;29;30;7000;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3fPFiLmqlRUoYZt;fdd2020;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_72mdZNgiHoz5Qo9;fdd2020;NA;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3NWXWzWCmPpW8lS;fdd2020;NA;NA;620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1IuxPbnq0mh7mRu;fdd2020;F;Belgium;435;1;1;4;6;7;5;3;2;8;9;2;30;80;0;NA;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_vcYNRGb1mYZYVWh;fdd2020;NA;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3Rpv1MVfBxVz5YZ;fdd2020;M;Belgium;3999;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3esDxV23nUzyxS1;fdd2020;F;Belgium;162;2;1;6;4;7;5;2;3;3;9;3;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_afar5iLNZshmHFT;fdd2020;NA;NA;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3OcrTKbHE5SdUTx;fdd2020;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2U0h8xrPUMFtSPQ;fdd2020;M;Belgium;19669;2;3;6;4;1;2;5;7;8;0;9;NA;NA;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3Etk2zn8iwzEqZh;fdd2020;F;Belgium;21037;1;1;7;3;5;4;6;2;5;7;7;29;10;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2xzQM72ZrruBq89;fdd2020;F;Belgium;578;2;7;1;5;3;6;2;4;7;7;2;15;10;5333;2;NA;NA;NA;30;NA;3;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
R_afrWcfCIyQz6BAB;fdd2020;F;Belgium;37;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_DHUXwI6G2kExmrn;fdd2020;NA;NA;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3KDPLhMb5H6ZWLh;fdd2020;F;Belgium;209898;2;1;7;5;3;2;6;4;5;8;2;30;20;7000;2;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_xuzb32MWoUEvinf;fdd2020;NA;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3gXfclAAgmVGlqb;fdd2020;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3Jx8q2oYaBSyy2o;fdd2020;NA;NA;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3CW0lMpB2qz9vkL;fdd2020;F;Belgium;367;1;1;7;6;5;2;3;4;7;8;1;29;90;5200;NA;2;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3UljPcUMTqXXbot;fdd2020;M;Belgium;516;1;2;6;5;7;1;3;4;2;10;NA;1;10;10000;NA;2;30;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
R_3HXmWBAdDjyD0bs;fdd2020;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1Qcm909VBPYXncY;fdd2020;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_25FWgKhMyUGcVyp;fdd2020;M;Belgium;10528;1;3;7;4;1;2;6;5;6;8;7;15;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3hhGBNTezwNnIen;fdd2020;M;Belgium;249;2;7;1;2;NA;5;3;6;7;5;1;29;0;7250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3HUoWGJ8XuzgrNN;fdd2020;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1Cwnks8TYDCBKk1;fdd2020;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1ONQSSNdUXbwiR7;fdd2020;F;Belgium;112;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2cttviEBnHMyhkp;fdd2020;F;Belgium;186;2;6;3;1;2;7;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2SrFyORi4m1ti0Z;fdd2020;F;Belgium;654;2;1;5;4;6;3;7;2;6;9;3;29;20;7000;1;NA;NA;NA;24;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_11cFOSQqHL2naBI;fdd2020;M;Belgium;312;2;7;NA;NA;3;4;5;6;4;8;8;30;0;NA;NA;1;0;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_2b14s1ppB3g5QLE;fdd2020;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3n6GSG1JbObFavt;fdd2020;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_1DGWKazKG3KErAx;fdd2020;M;Belgium;19463;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_23dbGZhVRcBsIuM;fdd2020;NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_3sizpGh0YFb8ZkY;fdd2020;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R_x5ipjUFbLUldJvj;fdd2020;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
